,cluster_id,time,seqlength,coh_cluster,kmeans_clusters,kmeans_time,ap_clusters,ap_time,gmm_clusters,gmm_time,dbscan_clusters,dbscan_time
0,0,12.13866,64,2,0,232.75988,0,233.19131,0,232.08691,-1,233.79459
1,0,12.13866,62,2,0,232.75988,0,233.19131,0,232.08691,-1,233.79459
2,0,12.13866,68,2,0,232.75988,24,233.19131,0,232.08691,-1,233.79459
3,0,12.13866,52,2,0,232.75988,19,233.19131,0,232.08691,-1,233.79459
4,0,12.13866,67,2,0,232.75988,19,233.19131,0,232.08691,-1,233.79459
5,0,12.13866,71,2,0,232.75988,9,233.19131,0,232.08691,-1,233.79459
6,0,12.13866,67,2,0,232.75988,14,233.19131,0,232.08691,-1,233.79459
7,0,12.13866,56,2,0,232.75988,15,233.19131,0,232.08691,-1,233.79459
8,0,12.13866,59,2,0,232.75988,0,233.19131,0,232.08691,-1,233.79459
9,0,12.13866,54,0,0,232.75988,27,233.19131,0,232.08691,-1,233.79459
10,0,12.13866,63,2,0,232.75988,24,233.19131,0,232.08691,-1,233.79459
11,0,12.13866,60,2,0,232.75988,27,233.19131,0,232.08691,-1,233.79459
12,0,12.13866,61,2,0,232.75988,14,233.19131,0,232.08691,-1,233.79459
13,0,12.13866,81,2,0,232.75988,23,233.19131,0,232.08691,-1,233.79459
14,0,12.13866,57,2,0,232.75988,0,233.19131,0,232.08691,-1,233.79459
15,0,12.13866,56,2,0,232.75988,23,233.19131,0,232.08691,-1,233.79459
16,0,12.13866,55,2,0,232.75988,4,233.19131,0,232.08691,-1,233.79459
17,0,12.13866,73,2,0,232.75988,27,233.19131,0,232.08691,-1,233.79459
18,0,12.13866,62,2,0,232.75988,27,233.19131,0,232.08691,-1,233.79459
19,0,12.13866,79,2,0,232.75988,24,233.19131,0,232.08691,-1,233.79459
20,0,12.13866,49,2,0,232.75988,27,233.19131,0,232.08691,-1,233.79459
21,0,12.13866,50,2,0,232.75988,0,233.19131,0,232.08691,-1,233.79459
22,0,12.13866,77,2,0,232.75988,0,233.19131,0,232.08691,-1,233.79459
23,0,12.13866,60,2,0,232.75988,20,233.19131,0,232.08691,-1,233.79459
24,0,12.13866,61,2,0,232.75988,19,233.19131,0,232.08691,-1,233.79459
25,0,12.13866,51,2,0,232.75988,0,233.19131,0,232.08691,-1,233.79459
26,0,12.13866,56,2,0,232.75988,3,233.19131,0,232.08691,-1,233.79459
27,0,12.13866,67,2,0,232.75988,23,233.19131,0,232.08691,-1,233.79459
28,0,12.13866,58,2,0,232.75988,0,233.19131,0,232.08691,-1,233.79459
29,0,12.13866,72,2,0,232.75988,25,233.19131,0,232.08691,-1,233.79459
30,0,12.13866,60,2,0,232.75988,24,233.19131,0,232.08691,-1,233.79459
31,0,12.13866,57,2,0,232.75988,11,233.19131,0,232.08691,-1,233.79459
32,0,12.13866,64,2,0,232.75988,3,233.19131,0,232.08691,-1,233.79459
33,0,12.13866,70,2,0,232.75988,9,233.19131,0,232.08691,-1,233.79459
34,0,12.13866,64,2,0,232.75988,24,233.19131,0,232.08691,-1,233.79459
35,0,12.13866,63,2,0,232.75988,14,233.19131,0,232.08691,-1,233.79459
36,0,12.13866,64,2,0,232.75988,16,233.19131,0,232.08691,-1,233.79459
37,0,12.13866,60,2,0,232.75988,5,233.19131,0,232.08691,-1,233.79459
38,0,12.13866,62,2,0,232.75988,3,233.19131,0,232.08691,-1,233.79459
39,0,12.13866,56,2,0,232.75988,0,233.19131,0,232.08691,-1,233.79459
40,0,12.13866,66,2,0,232.75988,24,233.19131,0,232.08691,-1,233.79459
41,0,12.13866,64,2,0,232.75988,16,233.19131,0,232.08691,-1,233.79459
42,0,12.13866,59,2,0,232.75988,4,233.19131,0,232.08691,-1,233.79459
43,0,12.13866,68,2,0,232.75988,0,233.19131,0,232.08691,-1,233.79459
44,0,12.13866,70,2,0,232.75988,0,233.19131,0,232.08691,-1,233.79459
45,0,12.13866,69,2,0,232.75988,9,233.19131,0,232.08691,-1,233.79459
46,0,12.13866,66,2,0,232.75988,3,233.19131,0,232.08691,-1,233.79459
47,0,12.13866,65,2,0,232.75988,24,233.19131,0,232.08691,-1,233.79459
48,0,12.13866,63,2,0,232.75988,16,233.19131,0,232.08691,-1,233.79459
49,0,12.13866,66,2,0,232.75988,0,233.19131,0,232.08691,-1,233.79459
50,0,12.13866,63,2,0,232.75988,0,233.19131,0,232.08691,-1,233.79459
51,0,12.13866,65,2,0,232.75988,0,233.19131,0,232.08691,-1,233.79459
52,0,12.13866,65,2,0,232.75988,25,233.19131,0,232.08691,-1,233.79459
53,0,12.13866,56,2,0,232.75988,25,233.19131,0,232.08691,-1,233.79459
54,0,12.13866,56,2,0,232.75988,4,233.19131,0,232.08691,-1,233.79459
55,0,12.13866,53,2,0,232.75988,0,233.19131,0,232.08691,-1,233.79459
56,0,12.13866,61,2,0,232.75988,24,233.19131,0,232.08691,-1,233.79459
57,0,12.13866,56,2,0,232.75988,13,233.19131,0,232.08691,-1,233.79459
58,0,12.13866,64,2,0,232.75988,24,233.19131,0,232.08691,-1,233.79459
59,0,12.13866,53,2,0,232.75988,0,233.19131,0,232.08691,-1,233.79459
60,0,12.13866,55,2,0,232.75988,23,233.19131,0,232.08691,-1,233.79459
61,0,12.13866,73,2,0,232.75988,24,233.19131,0,232.08691,-1,233.79459
62,0,12.13866,66,2,0,232.75988,9,233.19131,0,232.08691,-1,233.79459
63,0,12.13866,62,2,0,232.75988,2,233.19131,0,232.08691,-1,233.79459
64,0,12.13866,60,2,0,232.75988,0,233.19131,0,232.08691,-1,233.79459
65,0,12.13866,53,2,0,232.75988,0,233.19131,0,232.08691,-1,233.79459
66,0,12.13866,59,2,0,232.75988,13,233.19131,0,232.08691,-1,233.79459
67,0,12.13866,63,2,0,232.75988,15,233.19131,0,232.08691,-1,233.79459
68,0,12.13866,64,2,0,232.75988,0,233.19131,0,232.08691,-1,233.79459
69,0,12.13866,78,2,0,232.75988,20,233.19131,0,232.08691,-1,233.79459
70,0,12.13866,64,2,0,232.75988,24,233.19131,0,232.08691,-1,233.79459
