,train_loss,train_pur,train_time
0,2844.483642578125,0.5453125238418579,2.84511137008667
1,2271.44775390625,0.590624988079071,5.081179618835449
2,1335.756103515625,0.5062500238418579,7.211017608642578
3,233.8245086669922,0.6031249761581421,9.250958442687988
4,-524.7297973632812,0.5953124761581421,11.448927879333496
5,-1016.2365112304688,0.5484374761581421,13.665560722351074
6,-1379.2510986328125,0.645312488079071,15.838602066040039
7,-1672.0267333984375,0.5453125238418579,17.9456787109375
8,-1923.302978515625,0.546875,20.020366668701172
9,-2132.9326171875,0.5015624761581421,22.120933532714844
10,-2221.990966796875,0.6484375,24.270904541015625
11,-2269.43994140625,0.5015624761581421,26.450838088989258
12,-2321.30322265625,0.609375,28.561832427978516
13,-2375.747802734375,0.5484374761581421,30.6307430267334
14,-2426.3984375,0.643750011920929,32.77355194091797
15,-2473.530517578125,0.5546875,34.98151779174805
16,-2514.262939453125,0.5171874761581421,37.17163848876953
17,-2557.48193359375,0.5625,39.22762680053711
18,-2600.39013671875,0.510937511920929,41.305870056152344
19,-2643.29931640625,0.53125,43.486732482910156
20,-2679.13330078125,0.5078125,45.82326889038086
21,-2700.112060546875,0.5484374761581421,48.01088333129883
22,-2724.15966796875,0.5218750238418579,50.163333892822266
23,-2752.2744140625,0.5406249761581421,52.39833068847656
24,-2781.11865234375,0.5078125,54.63179016113281
25,-2837.022216796875,0.546875,56.84274673461914
26,-2974.9619140625,0.5328124761581421,59.08747863769531
27,-3193.5791015625,0.7015625238418579,61.33634567260742
28,-3341.469482421875,0.5234375,63.57505798339844
29,-3479.041748046875,0.5093749761581421,65.79878234863281
30,-3643.42333984375,0.5609375238418579,68.07070922851562
31,-3767.897705078125,0.5328124761581421,70.36378479003906
32,-3884.6015625,0.5859375,72.62870788574219
33,-3986.940673828125,0.550000011920929,74.81136322021484
34,-4090.28564453125,0.5625,77.09217834472656
35,-4186.3310546875,0.5703125,79.3398666381836
36,-4287.1943359375,0.528124988079071,81.58702850341797
37,-4377.0087890625,0.5375000238418579,83.68312072753906
38,-4461.9052734375,0.535937488079071,85.84513092041016
39,-4562.99169921875,0.504687488079071,87.93215942382812
40,-4623.2177734375,0.518750011920929,90.17858123779297
41,-4672.791015625,0.557812511920929,92.36865234375
42,-4726.7626953125,0.5375000238418579,94.55592346191406
43,-4767.4150390625,0.5140625238418579,96.71428680419922
44,-4811.1689453125,0.5015624761581421,98.9212646484375
45,-4844.84375,0.565625011920929,101.15607452392578
46,-4894.5927734375,0.504687488079071,103.31269836425781
47,-4930.0048828125,0.515625,105.50163269042969
48,-4980.90966796875,0.528124988079071,107.68537139892578
49,-5018.4736328125,0.5062500238418579,109.76190948486328
