,cluster_id,time,seqlength,coh_cluster
368,0,7.51402,48,1
369,0,7.51402,57,1
370,0,7.51402,51,1
371,0,7.51402,48,1
372,0,7.51402,59,1
373,0,7.51402,59,1
374,0,7.51402,52,1
375,0,7.51402,49,1
376,0,7.51402,47,1
377,0,7.51402,56,1
378,0,7.51402,55,1
379,0,7.51402,52,1
380,0,7.51402,55,1
381,0,7.51402,58,1
382,0,7.51402,62,1
383,0,7.51402,55,1
384,0,7.51402,44,1
385,0,7.51402,59,1
386,0,7.51402,46,1
387,0,7.51402,50,1
388,0,7.51402,50,1
389,0,7.51402,58,1
390,0,7.51402,51,1
391,0,7.51402,42,1
392,0,7.51402,48,1
393,0,7.51402,66,1
394,0,7.51402,47,1
395,0,7.51402,59,1
396,0,7.51402,55,1
397,0,7.51402,40,1
398,0,7.51402,57,1
399,0,7.51402,57,1
400,1,7.51402,54,0
401,1,7.51402,60,0
402,1,7.51402,50,0
403,1,7.51402,46,0
404,1,7.51402,55,0
405,1,7.51402,58,0
406,1,7.51402,52,0
407,1,7.51402,49,0
408,1,7.51402,43,0
409,1,7.51402,50,0
410,1,7.51402,67,0
411,1,7.51402,53,0
412,1,7.51402,48,0
413,1,7.51402,62,0
414,1,7.51402,45,0
415,1,7.51402,58,0
416,1,7.51402,60,0
417,1,7.51402,53,0
418,1,7.51402,38,0
419,1,7.51402,48,0
420,1,7.51402,61,0
421,1,7.51402,67,0
422,1,7.51402,49,0
423,1,7.51402,59,0
424,1,7.51402,40,0
425,1,7.51402,46,0
426,1,7.51402,42,0
427,1,7.51402,41,0
428,1,7.51402,59,0
429,1,7.51402,59,0
430,1,7.51402,49,0
431,1,7.51402,46,0
432,1,7.51402,58,0
433,1,7.51402,42,0
434,1,7.51402,52,0
435,1,7.51402,57,0
436,1,7.51402,57,0
437,1,7.51402,61,0
438,1,7.51402,42,0
439,1,7.51402,48,0
440,1,7.51402,55,0
441,1,7.51402,61,0
442,1,7.51402,52,0
443,1,7.51402,52,0
444,1,7.51402,42,0
445,1,7.51402,45,0
446,1,7.51402,39,0
447,1,7.51402,61,0
448,1,7.51402,48,0
449,1,7.51402,35,0
450,1,7.51402,57,0
451,1,7.51402,54,0
452,1,7.51402,58,0
453,1,7.51402,53,0
454,1,7.51402,65,0
455,1,7.51402,50,0
456,1,7.51402,58,0
457,1,7.51402,57,0
458,1,7.51402,57,0
459,1,7.51402,50,0
460,1,7.51402,49,0
461,1,7.51402,57,0
462,1,7.51402,47,0
463,1,7.51402,54,0
464,1,7.51402,60,0
465,1,7.51402,50,0
466,1,7.51402,61,0
467,1,7.51402,68,0
468,1,7.51402,44,0
469,1,7.51402,59,0
470,1,7.51402,58,0
471,1,7.51402,50,0
472,1,7.51402,52,0
473,1,7.51402,55,0
474,1,7.51402,50,0
475,1,7.51402,59,0
476,1,7.51402,47,0
477,1,7.51402,48,0
478,1,7.51402,53,0
479,1,7.51402,41,0
480,1,7.51402,52,0
481,1,7.51402,55,0
482,1,7.51402,51,0
483,1,7.51402,59,0
484,1,7.51402,51,0
485,1,7.51402,46,0
486,1,7.51402,55,0
487,1,7.51402,56,0
488,1,7.51402,54,0
489,1,7.51402,56,0
490,1,7.51402,58,0
491,1,7.51402,63,0
492,1,7.51402,52,0
493,1,7.51402,67,0
494,1,7.51402,50,0
495,1,7.51402,55,0
496,1,7.51402,52,0
497,1,7.51402,53,0
498,1,7.51402,47,0
499,1,7.51402,57,0
500,1,7.51402,61,0
501,1,7.51402,53,0
502,1,7.51402,58,0
503,1,7.51402,47,0
504,1,7.51402,52,0
505,1,7.51402,54,0
506,1,7.51402,56,0
507,1,7.51402,46,0
508,1,7.51402,42,0
509,1,7.51402,42,0
510,1,7.51402,51,0
511,1,7.51402,47,0
512,1,7.51402,45,0
513,1,7.51402,50,0
514,1,7.51402,57,0
515,1,7.51402,54,0
516,1,7.51402,39,0
517,1,7.51402,60,0
518,1,7.51402,56,0
519,1,7.51402,50,0
520,1,7.51402,53,0
521,1,7.51402,51,0
522,1,7.51402,60,0
523,1,7.51402,34,0
524,1,7.51402,48,0
525,1,7.51402,51,0
526,1,7.51402,43,0
527,1,7.51402,56,0
528,1,7.51402,57,0
529,1,7.51402,67,0
530,1,7.51402,40,0
531,1,7.51402,49,0
532,1,7.51402,50,0
533,1,7.51402,59,0
534,1,7.51402,51,0
535,1,7.51402,60,0
536,1,7.51402,55,0
537,1,7.51402,62,0
538,1,7.51402,46,0
539,1,7.51402,60,0
540,1,7.51402,58,0
541,1,7.51402,56,0
542,1,7.51402,71,0
543,1,7.51402,58,0
544,1,7.51402,56,0
545,1,7.51402,56,0
546,1,7.51402,47,0
547,1,7.51402,53,0
548,1,7.51402,50,0
549,1,7.51402,47,0
550,1,7.51402,55,0
551,1,7.51402,45,0
552,1,7.51402,39,0
553,1,7.51402,53,0
554,1,7.51402,48,0
555,1,7.51402,49,0
556,1,7.51402,49,0
557,1,7.51402,61,0
558,1,7.51402,42,0
559,1,7.51402,48,0
560,1,7.51402,55,0
561,1,7.51402,49,0
562,1,7.51402,52,0
563,1,7.51402,40,0
564,1,7.51402,47,0
565,1,7.51402,47,0
566,1,7.51402,44,0
567,1,7.51402,60,0
568,1,7.51402,50,0
569,1,7.51402,48,0
570,1,7.51402,59,0
571,1,7.51402,55,0
572,1,7.51402,67,0
573,1,7.51402,42,0
574,1,7.51402,57,0
575,1,7.51402,51,0
576,1,7.51402,61,0
577,1,7.51402,56,0
578,1,7.51402,58,0
579,1,7.51402,52,0
580,1,7.51402,48,0
581,1,7.51402,56,0
582,1,7.51402,41,0
583,1,7.51402,62,0
584,1,7.51402,51,0
585,1,7.51402,53,0
586,1,7.51402,51,0
587,1,7.51402,50,0
588,1,7.51402,52,0
589,1,7.51402,64,0
590,1,7.51402,43,0
591,1,7.51402,53,0
592,1,7.51402,50,0
593,1,7.51402,66,0
594,1,7.51402,55,0
595,1,7.51402,48,0
596,1,7.51402,49,0
597,1,7.51402,53,0
598,1,7.51402,50,0
599,1,7.51402,46,0
600,1,7.51402,57,0
601,1,7.51402,46,0
602,1,7.51402,54,0
603,1,7.51402,38,0
604,1,7.51402,47,0
605,1,7.51402,62,0
606,1,7.51402,63,0
607,1,7.51402,48,0
608,1,7.51402,44,0
609,1,7.51402,53,0
610,1,7.51402,56,0
611,1,7.51402,48,0
612,1,7.51402,52,0
613,1,7.51402,63,0
614,1,7.51402,60,0
615,1,7.51402,44,0
616,1,7.51402,47,0
617,1,7.51402,48,0
618,1,7.51402,64,0
619,1,7.51402,52,0
620,1,7.51402,53,0
621,1,7.51402,59,0
622,1,7.51402,45,0
623,1,7.51402,48,0
624,1,7.51402,45,0
625,1,7.51402,52,0
626,1,7.51402,50,0
627,1,7.51402,48,0
628,1,7.51402,61,0
629,1,7.51402,57,0
630,1,7.51402,42,0
631,1,7.51402,54,0
632,1,7.51402,43,0
633,1,7.51402,56,0
634,1,7.51402,48,0
635,1,7.51402,53,0
636,1,7.51402,54,0
637,1,7.51402,47,0
638,1,7.51402,45,0
639,1,7.51402,55,0
640,1,7.51402,52,0
641,1,7.51402,56,0
642,1,7.51402,52,0
643,1,7.51402,67,0
644,1,7.51402,47,0
645,1,7.51402,55,0
646,1,7.51402,50,0
647,1,7.51402,56,0
648,1,7.51402,62,0
649,1,7.51402,46,0
650,1,7.51402,54,0
651,1,7.51402,54,0
652,1,7.51402,59,0
653,1,7.51402,61,0
654,1,7.51402,45,0
655,1,7.51402,61,0
656,1,7.51402,45,0
657,1,7.51402,54,0
658,1,7.51402,62,0
659,1,7.51402,56,0
660,1,7.51402,42,0
661,1,7.51402,46,0
662,1,7.51402,55,0
663,1,7.51402,49,0
664,1,7.51402,49,0
665,1,7.51402,58,0
666,1,7.51402,54,0
667,1,7.51402,58,0
668,1,7.51402,57,0
669,1,7.51402,48,0
670,1,7.51402,44,0
671,1,7.51402,53,0
672,1,7.51402,55,0
673,1,7.51402,49,0
674,1,7.51402,64,0
675,1,7.51402,55,0
676,1,7.51402,52,0
677,1,7.51402,50,0
678,1,7.51402,50,0
679,1,7.51402,61,0
680,1,7.51402,63,0
681,1,7.51402,54,0
682,1,7.51402,55,0
683,1,7.51402,46,0
684,1,7.51402,63,0
685,1,7.51402,53,0
686,1,7.51402,37,0
687,1,7.51402,56,0
688,1,7.51402,51,0
689,1,7.51402,48,0
690,1,7.51402,51,0
691,1,7.51402,77,0
692,1,7.51402,45,0
693,1,7.51402,56,0
694,1,7.51402,59,0
695,1,7.51402,49,0
696,1,7.51402,37,0
697,1,7.51402,48,0
698,1,7.51402,59,0
699,1,7.51402,64,0
700,1,7.51402,40,0
701,1,7.51402,50,0
702,1,7.51402,46,0
703,1,7.51402,66,0
704,1,7.51402,70,0
705,1,7.51402,48,0
706,1,7.51402,52,0
707,1,7.51402,50,0
708,1,7.51402,49,0
709,1,7.51402,63,0
710,1,7.51402,47,0
711,1,7.51402,58,0
712,1,7.51402,62,0
713,1,7.51402,53,0
714,1,7.51402,50,0
715,1,7.51402,56,0
716,1,7.51402,65,0
717,1,7.51402,46,0
718,1,7.51402,39,0
719,1,7.51402,51,0
720,1,7.51402,64,0
721,1,7.51402,50,0
722,1,7.51402,48,0
723,1,7.51402,52,0
724,1,7.51402,54,0
725,1,7.51402,47,0
726,1,7.51402,50,0
727,1,7.51402,68,0
728,1,7.51402,49,0
729,1,7.51402,46,0
730,1,7.51402,38,0
731,1,7.51402,74,0
732,1,7.51402,46,0
733,1,7.51402,51,0
734,1,7.51402,46,0
735,1,7.51402,49,0
736,1,7.51402,48,0
737,1,7.51402,51,0
738,1,7.51402,60,0
739,1,7.51402,59,0
740,1,7.51402,43,0
741,1,7.51402,46,0
742,1,7.51402,75,0
743,1,7.51402,42,0
744,1,7.51402,42,0
745,1,7.51402,53,0
746,1,7.51402,57,0
747,1,7.51402,49,0
748,1,7.51402,53,0
749,1,7.51402,60,0
750,1,7.51402,57,0
751,1,7.51402,52,0
752,1,7.51402,50,0
753,1,7.51402,52,0
754,1,7.51402,58,0
755,1,7.51402,69,0
756,1,7.51402,44,0
757,1,7.51402,60,0
758,1,7.51402,55,0
759,1,7.51402,58,0
760,1,7.51402,63,0
761,1,7.51402,57,0
762,1,7.51402,45,0
763,1,7.51402,54,0
764,1,7.51402,54,0
765,1,7.51402,46,0
766,1,7.51402,51,0
767,1,7.51402,61,0
768,1,7.51402,56,0
769,1,7.51402,42,0
770,1,7.51402,55,0
771,1,7.51402,52,0
772,1,7.51402,47,0
773,1,7.51402,45,0
774,1,7.51402,59,0
775,1,7.51402,42,0
776,1,7.51402,47,0
777,1,7.51402,48,0
778,1,7.51402,55,0
779,1,7.51402,58,0
780,1,7.51402,47,0
781,1,7.51402,53,0
782,1,7.51402,48,0
783,1,7.51402,55,0
784,1,7.51402,51,0
785,1,7.51402,46,0
786,1,7.51402,49,0
787,1,7.51402,43,0
788,1,7.51402,60,0
789,1,7.51402,55,0
790,1,7.51402,52,0
791,1,7.51402,49,0
792,1,7.51402,52,0
793,1,7.51402,39,0
794,1,7.51402,53,0
795,1,7.51402,50,0
796,1,7.51402,55,0
797,1,7.51402,53,0
798,1,7.51402,47,0
799,1,7.51402,54,0
