purity,created_at
0.29200000000000004,2021-05-21 18:05:33.860274
0.29000000000000004,2021-05-21 18:05:35.968959
0.28900000000000003,2021-05-21 18:05:37.469620
0.28800000000000003,2021-05-21 18:05:38.855191
0.28600000000000003,2021-05-21 18:05:40.279921
0.2885,2021-05-21 18:05:41.744520
0.28150000000000003,2021-05-21 18:05:43.047462
0.27949999999999997,2021-05-21 18:05:44.393049
0.23349999999999999,2021-05-21 18:05:47.068962
0.259,2021-05-21 18:05:49.877455
0.272,2021-05-21 18:05:52.677577
0.2675,2021-05-21 18:05:55.565935
0.262,2021-05-21 18:05:58.383042
0.266,2021-05-21 18:06:01.287795
0.2655,2021-05-21 18:06:04.274198
0.2635,2021-05-21 18:06:07.252366
0.261,2021-05-21 18:06:10.159465
0.262,2021-05-21 18:06:13.072305
0.2655,2021-05-21 18:06:15.974687
0.267,2021-05-21 18:06:18.886916
0.27,2021-05-21 18:06:21.668324
0.272,2021-05-21 18:06:24.526734
0.2635,2021-05-21 18:06:27.280899
0.2675,2021-05-21 18:06:30.175459
0.2645,2021-05-21 18:06:33.068685
0.256,2021-05-21 18:06:35.969706
0.254,2021-05-21 18:06:38.949170
0.253,2021-05-21 18:06:41.850439
0.2515,2021-05-21 18:06:44.732351
0.2465,2021-05-21 18:06:47.661485
0.2525,2021-05-21 18:06:50.581882
0.254,2021-05-21 18:06:53.366862
0.255,2021-05-21 18:06:56.265448
0.254,2021-05-21 18:06:59.156067
0.252,2021-05-21 18:07:01.866890
0.252,2021-05-21 18:07:04.853560
0.251,2021-05-21 18:07:07.764349
0.2505,2021-05-21 18:07:10.578352
0.2405,2021-05-21 18:07:14.693873
0.3215,2021-05-21 18:07:17.595025
0.3305,2021-05-21 18:07:20.488305
0.322,2021-05-21 18:07:23.357192
0.323,2021-05-21 18:07:25.943344
0.293,2021-05-21 18:07:28.753971
0.2975,2021-05-21 18:07:31.577689
0.2905,2021-05-21 18:07:34.441964
0.29400000000000004,2021-05-21 18:07:37.347698
0.2935,2021-05-21 18:07:40.567109
0.291,2021-05-21 18:07:43.441974
0.28550000000000003,2021-05-21 18:07:46.280106
0.2885,2021-05-21 18:07:49.164379
0.28650000000000003,2021-05-21 18:07:52.065132
0.28300000000000003,2021-05-21 18:07:54.867651
0.281,2021-05-21 18:07:57.805849
0.28250000000000003,2021-05-21 18:08:00.700034
0.2735,2021-05-21 18:08:03.549051
0.24450000000000002,2021-05-21 18:08:06.489842
0.268,2021-05-21 18:08:09.337570
0.256,2021-05-21 18:08:12.062476
0.257,2021-05-21 18:08:14.944944
0.25,2021-05-21 18:08:17.860130
0.25,2021-05-21 18:08:20.723028
0.25,2021-05-21 18:08:23.470661
0.2455,2021-05-21 18:08:26.266737
0.2435,2021-05-21 18:08:29.180218
0.2405,2021-05-21 18:08:32.045184
0.2385,2021-05-21 18:08:34.957696
0.259,2021-05-21 18:08:37.826090
0.2735,2021-05-21 18:08:41.886457
0.3015,2021-05-21 18:08:44.743106
0.30400000000000005,2021-05-21 18:08:47.558571
0.28,2021-05-21 18:08:50.462212
0.262,2021-05-21 18:08:53.369976
0.263,2021-05-21 18:08:56.159697
0.2655,2021-05-21 18:08:59.028975
0.267,2021-05-21 18:09:01.825852
0.2635,2021-05-21 18:09:04.649261
0.267,2021-05-21 18:09:07.486933
0.2695,2021-05-21 18:09:10.383247
0.27,2021-05-21 18:09:13.268775
0.2685,2021-05-21 18:09:16.160017
0.2675,2021-05-21 18:09:18.959623
0.2645,2021-05-21 18:09:21.759163
0.2635,2021-05-21 18:09:24.676617
0.267,2021-05-21 18:09:27.465134
0.264,2021-05-21 18:09:30.363752
0.2695,2021-05-21 18:09:32.960903
0.267,2021-05-21 18:09:36.043202
0.267,2021-05-21 18:09:38.938387
0.267,2021-05-21 18:09:41.759530
0.2695,2021-05-21 18:09:44.731579
0.269,2021-05-21 18:09:47.556310
0.271,2021-05-21 18:09:50.389091
0.2705,2021-05-21 18:09:53.355863
0.2695,2021-05-21 18:09:56.194993
0.2695,2021-05-21 18:09:59.022205
0.269,2021-05-21 18:10:01.895624
0.2645,2021-05-21 18:10:04.750649
