,cluster_id,cluster_tslearn
681,1,4
682,1,4
683,1,1
684,1,4
685,1,4
686,1,1
687,1,2
688,1,4
689,1,4
690,1,4
691,1,4
692,1,4
693,1,4
694,1,4
695,1,4
696,1,4
697,1,1
698,1,4
699,1,4
700,1,4
701,1,4
702,1,4
703,1,1
704,1,1
705,1,4
706,1,4
707,1,4
708,1,4
709,1,4
710,1,4
711,1,4
712,1,4
713,1,4
714,1,4
715,1,4
716,1,4
717,1,4
718,1,1
719,1,4
720,1,4
721,1,4
722,1,4
723,1,4
724,1,4
725,1,4
726,1,4
727,1,4
728,1,4
729,1,4
730,1,4
731,1,4
732,1,4
733,1,0
734,1,0
735,1,4
736,1,4
737,1,4
738,1,4
739,1,4
740,1,4
741,1,4
742,1,4
743,1,4
744,1,1
745,1,4
746,1,1
747,1,1
748,1,4
749,1,4
750,1,4
751,1,4
752,1,1
753,1,4
754,1,4
755,1,4
756,1,4
757,1,4
758,1,4
759,1,4
760,1,4
761,1,4
762,1,4
763,1,4
764,1,4
765,1,4
766,1,4
767,1,4
768,1,3
769,1,1
770,1,1
771,1,3
772,1,3
773,1,3
774,1,3
775,1,1
776,1,4
777,1,1
778,1,4
779,1,4
780,1,1
781,1,3
782,1,1
783,1,4
784,1,4
785,1,4
786,1,1
787,1,1
788,1,3
789,1,4
790,1,3
791,1,3
792,1,3
793,1,4
794,1,3
795,1,4
796,1,4
797,1,3
798,1,1
799,1,3
800,2,1
801,2,0
802,2,4
803,2,4
804,2,1
805,2,4
806,2,4
807,2,3
808,2,1
809,2,4
810,2,3
811,2,3
812,2,1
813,2,1
814,2,0
815,2,3
816,2,3
817,2,4
818,2,4
819,2,4
820,2,4
821,2,0
822,2,4
823,2,0
824,2,1
825,2,4
826,2,4
827,2,1
828,2,1
829,2,0
830,2,1
831,2,4
832,2,4
833,2,4
834,2,1
835,2,0
836,2,4
837,2,4
838,2,4
839,2,4
840,2,4
841,2,0
842,2,4
843,2,4
844,2,3
845,2,1
846,2,4
847,2,1
848,2,4
849,2,4
850,2,4
851,2,1
852,2,0
853,2,1
854,2,0
855,2,4
856,2,0
857,2,1
858,2,3
859,2,1
860,2,1
861,2,4
862,2,1
863,2,0
864,2,0
865,2,4
866,2,0
867,2,4
868,2,4
869,2,4
870,2,4
871,2,4
872,2,4
873,2,4
874,2,1
875,2,0
876,2,0
877,2,4
878,2,1
879,2,1
880,2,0
881,2,3
882,2,1
883,2,4
884,2,4
885,2,1
886,2,0
887,2,4
888,2,4
889,2,1
890,2,4
891,2,4
892,2,3
893,2,1
894,2,1
895,2,4
896,2,1
897,2,2
898,2,1
899,2,0
900,2,0
901,2,2
902,2,2
903,2,0
904,2,2
905,2,0
906,2,2
907,2,1
908,2,2
909,2,0
910,2,2
911,2,3
912,2,3
913,2,1
914,2,3
915,2,2
916,2,2
917,2,3
918,2,1
919,2,0
920,2,2
921,2,1
922,2,2
923,2,2
924,2,1
925,2,2
926,2,2
927,2,1
928,2,2
929,2,2
930,2,2
931,2,1
932,2,2
933,2,1
934,2,2
935,2,2
936,2,3
937,2,3
938,2,2
939,2,1
940,2,2
941,2,2
942,2,2
943,2,2
944,2,0
945,2,0
946,2,1
947,2,1
948,2,2
949,2,0
950,2,1
951,2,2
952,2,2
953,2,2
954,2,3
955,2,3
956,2,0
957,2,1
958,2,3
959,2,3
960,2,2
961,2,3
962,2,3
963,2,2
964,2,2
965,2,3
966,2,1
967,2,1
968,2,2
969,2,2
970,2,2
971,2,1
972,2,2
973,2,2
974,2,2
975,2,1
976,2,3
977,2,2
978,2,2
979,2,0
980,2,1
981,2,3
982,2,2
983,2,1
984,2,2
985,2,2
986,2,3
987,2,3
988,2,2
989,2,1
990,2,3
991,2,2
992,2,1
993,2,2
994,2,2
995,2,2
996,2,1
997,2,1
998,2,2
999,2,2
1000,2,0
1001,2,2
1002,2,2
1003,2,1
1004,2,0
1005,2,2
1006,2,0
1007,2,0
1008,2,3
1009,2,1
1010,2,1
1011,2,3
1012,2,2
1013,2,2
1014,2,2
1015,2,2
1016,2,2
1017,2,0
1018,2,3
1019,2,2
1020,2,2
1021,2,1
1022,2,2
1023,2,0
1024,2,2
1025,2,2
1026,2,2
1027,2,2
1028,2,1
1029,2,2
1030,2,2
1031,2,2
1032,2,2
1033,2,2
1034,2,2
1035,2,2
1036,2,2
1037,2,2
1038,2,2
1039,2,2
1040,2,2
1041,2,1
1042,2,2
1043,2,1
1044,2,2
1045,2,2
1046,2,2
1047,2,2
1048,2,2
1049,2,1
1050,2,2
1051,2,1
1052,2,2
1053,2,1
1054,2,2
1055,2,1
1056,2,2
1057,2,2
1058,2,1
1059,2,2
1060,2,2
1061,2,2
1062,2,1
1063,2,2
1064,2,2
1065,2,2
1066,2,2
1067,2,2
1068,2,2
1069,2,2
1070,2,2
1071,2,2
1072,2,2
1073,2,2
1074,2,1
1075,2,2
1076,2,2
1077,2,2
1078,2,2
1079,2,2
1080,2,2
1081,2,2
1082,2,2
1083,2,2
1084,2,2
1085,2,1
1086,2,2
1087,2,2
1088,2,3
1089,2,2
1090,2,2
1091,2,2
1092,2,2
1093,2,2
1094,2,2
1095,2,2
1096,2,2
1097,2,2
1098,2,2
1099,2,2
1100,2,2
1101,2,2
1102,2,1
1103,2,1
1104,2,1
1105,2,2
1106,2,2
1107,2,2
1108,2,1
1109,2,2
1110,2,2
1111,2,2
1112,2,2
1113,2,2
1114,2,1
1115,2,3
1116,2,2
1117,2,2
1118,2,2
1119,2,1
1120,2,2
1121,2,2
1122,2,2
1123,2,2
1124,2,2
1125,2,2
1126,2,1
1127,2,1
1128,2,2
1129,2,2
1130,2,2
1131,2,2
1132,2,2
1133,2,1
1134,2,2
1135,2,2
1136,2,2
1137,2,2
1138,2,2
1139,2,2
1140,2,1
1141,2,2
1142,2,3
1143,2,2
1144,2,2
1145,2,2
1146,2,1
1147,2,1
1148,2,1
1149,2,2
1150,2,1
1151,2,2
1152,2,3
1153,2,0
1154,2,0
1155,2,1
1156,2,0
1157,2,0
1158,2,0
1159,2,0
1160,2,0
1161,2,1
1162,2,0
1163,2,0
1164,2,0
1165,2,0
1166,2,1
1167,2,0
1168,2,0
1169,2,2
1170,2,0
1171,2,0
1172,2,1
1173,2,0
1174,2,0
1175,2,0
1176,2,0
1177,2,1
1178,2,1
1179,2,2
1180,2,1
1181,2,2
1182,2,0
1183,2,0
1184,2,0
1185,2,2
1186,2,2
1187,2,0
1188,2,0
1189,2,0
1190,2,0
1191,2,0
1192,2,0
1193,2,0
1194,2,0
1195,2,0
1196,2,0
1197,2,1
1198,2,1
1199,2,0
1200,3,0
1201,3,0
1202,3,0
1203,3,0
1204,3,0
1205,3,0
1206,3,0
1207,3,0
1208,3,0
1209,3,0
1210,3,0
1211,3,0
1212,3,0
1213,3,0
1214,3,0
1215,3,0
1216,3,0
1217,3,0
1218,3,0
1219,3,0
1220,3,0
1221,3,0
1222,3,0
1223,3,0
1224,3,0
1225,3,0
1226,3,0
1227,3,0
1228,3,0
1229,3,0
1230,3,0
1231,3,0
1232,3,0
1233,3,0
1234,3,0
1235,3,0
1236,3,0
1237,3,0
1238,3,0
1239,3,0
1240,3,0
1241,3,0
1242,3,0
1243,3,0
1244,3,0
1245,3,0
1246,3,0
1247,3,0
1248,3,0
1249,3,0
1250,3,0
1251,3,0
1252,3,0
1253,3,0
1254,3,0
1255,3,0
1256,3,0
1257,3,0
1258,3,0
1259,3,0
1260,3,0
1261,3,0
1262,3,0
1263,3,0
1264,3,0
1265,3,0
1266,3,0
1267,3,0
1268,3,0
1269,3,0
1270,3,0
1271,3,0
1272,3,0
1273,3,0
1274,3,0
1275,3,0
1276,3,0
1277,3,0
1278,3,0
1279,3,0
1280,3,2
1281,3,2
1282,3,2
1283,3,2
1284,3,2
1285,3,2
1286,3,2
1287,3,2
1288,3,2
1289,3,2
1290,3,2
1291,3,2
1292,3,2
1293,3,2
1294,3,2
1295,3,2
1296,3,2
1297,3,2
1298,3,2
1299,3,2
1300,3,2
1301,3,2
1302,3,2
1303,3,2
1304,3,2
1305,3,2
1306,3,2
1307,3,2
1308,3,2
1309,3,2
1310,3,2
1311,3,2
1312,3,2
1313,3,2
1314,3,2
1315,3,0
1316,3,2
1317,3,2
1318,3,2
1319,3,2
1320,3,2
1321,3,2
1322,3,2
1323,3,2
1324,3,2
1325,3,2
1326,3,2
1327,3,2
1328,3,2
1329,3,2
1330,3,2
1331,3,2
1332,3,2
1333,3,2
1334,3,2
1335,3,2
1336,3,2
1337,3,2
1338,3,2
1339,3,2
1340,3,2
1341,3,2
1342,3,2
1343,3,2
1344,3,2
1345,3,2
1346,3,2
1347,3,2
1348,3,2
1349,3,2
1350,3,2
1351,3,2
1352,3,2
1353,3,2
1354,3,2
1355,3,2
1356,3,2
1357,3,2
1358,3,2
1359,3,2
1360,3,2
1361,3,2
1362,3,2
1363,3,2
1364,3,2
1365,3,2
1366,3,2
1367,3,2
1368,3,2
1369,3,2
1370,3,2
1371,3,2
1372,3,2
1373,3,2
1374,3,2
1375,3,2
1376,3,2
1377,3,2
1378,3,2
1379,3,2
1380,3,2
1381,3,2
1382,3,2
1383,3,2
1384,3,2
1385,3,2
1386,3,2
1387,3,2
1388,3,2
1389,3,2
1390,3,2
1391,3,2
1392,3,2
1393,3,2
1394,3,2
1395,3,2
1396,3,2
1397,3,2
1398,3,2
1399,3,2
1400,3,2
1401,3,2
1402,3,2
1403,3,2
1404,3,2
1405,3,2
1406,3,2
1407,3,2
1408,3,0
1409,3,0
1410,3,0
1411,3,0
1412,3,0
1413,3,0
1414,3,0
1415,3,0
1416,3,0
1417,3,0
1418,3,0
1419,3,0
1420,3,0
1421,3,0
1422,3,0
1423,3,0
1424,3,0
1425,3,4
1426,3,0
1427,3,0
1428,3,0
1429,3,0
1430,3,0
1431,3,0
1432,3,0
1433,3,0
1434,3,0
1435,3,0
1436,3,0
1437,3,0
1438,3,0
1439,3,0
1440,3,0
1441,3,0
1442,3,0
1443,3,0
1444,3,0
1445,3,0
1446,3,0
1447,3,0
1448,3,0
1449,3,0
1450,3,0
1451,3,0
1452,3,0
1453,3,0
1454,3,0
1455,3,0
1456,3,0
1457,3,0
1458,3,0
1459,3,0
1460,3,0
1461,3,0
1462,3,0
1463,3,0
1464,3,0
1465,3,0
1466,3,0
1467,3,0
1468,3,0
1469,3,0
1470,3,0
1471,3,0
1472,3,0
1473,3,0
1474,3,0
1475,3,0
1476,3,0
1477,3,0
1478,3,0
1479,3,0
1480,3,4
1481,3,0
1482,3,0
1483,3,4
1484,3,0
1485,3,0
1486,3,0
1487,3,0
1488,3,0
1489,3,0
1490,3,0
1491,3,0
1492,3,0
1493,3,0
1494,3,0
1495,3,0
1496,3,0
1497,3,0
1498,3,0
1499,3,0
1500,3,0
1501,3,0
1502,3,0
1503,3,0
1504,3,0
1505,3,0
1506,3,0
1507,3,0
1508,3,0
1509,3,0
1510,3,0
1511,3,0
1512,3,0
1513,3,0
1514,3,0
1515,3,0
1516,3,0
1517,3,0
1518,3,0
1519,3,0
1520,3,0
1521,3,0
1522,3,0
1523,3,0
1524,3,0
1525,3,4
1526,3,0
1527,3,0
1528,3,0
1529,3,0
1530,3,0
1531,3,0
1532,3,0
1533,3,0
1534,3,0
1535,3,0
1536,3,2
1537,3,2
1538,3,2
1539,3,0
1540,3,4
1541,3,2
1542,3,0
1543,3,2
1544,3,0
1545,3,2
1546,3,2
1547,3,3
1548,3,2
1549,3,2
1550,3,0
1551,3,3
1552,3,2
1553,3,0
1554,3,2
1555,3,2
1556,3,3
1557,3,2
1558,3,2
1559,3,2
1560,3,0
1561,3,0
1562,3,2
1563,3,2
1564,3,0
1565,3,0
1566,3,2
1567,3,2
1568,3,2
1569,3,2
1570,3,2
1571,3,2
1572,3,2
1573,3,2
1574,3,2
1575,3,2
1576,3,0
1577,3,2
1578,3,0
1579,3,2
1580,3,0
1581,3,4
1582,3,0
1583,3,2
1584,3,2
1585,3,2
1586,3,2
1587,3,0
1588,3,2
1589,3,3
1590,3,2
1591,3,2
1592,3,2
1593,3,0
1594,3,2
1595,3,2
1596,3,0
1597,3,3
1598,3,2
1599,3,3
1600,4,0
1601,4,0
1602,4,3
1603,4,3
1604,4,0
1605,4,0
1606,4,0
1607,4,0
1608,4,0
1609,4,0
1610,4,0
1611,4,3
1612,4,3
1613,4,0
1614,4,0
1615,4,3
1616,4,3
1617,4,0
1618,4,0
1619,4,3
1620,4,3
1621,4,0
1622,4,0
1623,4,0
1624,4,3
1625,4,0
1626,4,0
1627,4,0
1628,4,3
1629,4,3
1630,4,0
1631,4,0
1632,4,3
1633,4,3
1634,4,0
1635,4,3
1636,4,0
1637,4,0
1638,4,0
1639,4,3
1640,4,3
1641,4,0
1642,4,3
1643,4,0
1644,4,3
1645,4,0
1646,4,0
1647,4,3
1648,4,0
1649,4,2
1650,4,3
1651,4,3
1652,4,0
1653,4,0
1654,4,0
1655,4,0
1656,4,0
1657,4,0
1658,4,0
1659,4,3
1660,4,3
1661,4,0
1662,4,0
1663,4,3
1664,4,1
1665,4,3
1666,4,3
1667,4,1
1668,4,3
1669,4,1
1670,4,1
1671,4,1
1672,4,1
1673,4,1
1674,4,1
1675,4,1
1676,4,1
1677,4,3
1678,4,1
1679,4,1
1680,4,1
1681,4,1
1682,4,1
1683,4,1
1684,4,1
1685,4,1
1686,4,1
1687,4,1
1688,4,1
1689,4,3
1690,4,1
1691,4,1
1692,4,1
1693,4,1
1694,4,1
1695,4,1
1696,4,1
1697,4,1
1698,4,1
1699,4,1
1700,4,1
1701,4,3
1702,4,1
1703,4,1
1704,4,1
1705,4,1
1706,4,1
1707,4,1
1708,4,3
1709,4,1
1710,4,1
1711,4,1
1712,4,3
1713,4,0
1714,4,1
1715,4,3
1716,4,3
1717,4,1
1718,4,3
1719,4,3
1720,4,1
1721,4,1
1722,4,1
1723,4,1
1724,4,1
1725,4,1
1726,4,1
1727,4,1
1728,4,1
1729,4,3
1730,4,1
1731,4,1
1732,4,1
1733,4,1
1734,4,1
1735,4,1
1736,4,1
1737,4,1
1738,4,1
1739,4,1
1740,4,1
1741,4,1
1742,4,1
1743,4,1
1744,4,1
1745,4,1
1746,4,1
1747,4,1
1748,4,1
1749,4,3
1750,4,1
1751,4,1
1752,4,3
1753,4,3
1754,4,1
1755,4,1
1756,4,1
1757,4,1
1758,4,1
1759,4,3
1760,4,3
1761,4,1
1762,4,1
1763,4,1
1764,4,3
1765,4,1
1766,4,1
1767,4,1
1768,4,3
1769,4,3
1770,4,1
1771,4,1
1772,4,1
1773,4,1
1774,4,1
1775,4,1
1776,4,1
1777,4,1
1778,4,1
1779,4,1
1780,4,1
1781,4,1
1782,4,3
1783,4,1
1784,4,3
1785,4,1
1786,4,1
1787,4,1
1788,4,1
1789,4,1
1790,4,1
1791,4,1
1792,4,2
1793,4,2
1794,4,2
1795,4,2
1796,4,2
1797,4,2
1798,4,2
1799,4,2
1800,4,2
1801,4,2
1802,4,2
1803,4,2
1804,4,2
1805,4,3
1806,4,2
1807,4,2
1808,4,2
1809,4,2
1810,4,2
1811,4,2
1812,4,2
1813,4,2
1814,4,3
1815,4,2
1816,4,3
1817,4,2
1818,4,2
1819,4,2
1820,4,3
1821,4,2
1822,4,2
1823,4,2
1824,4,2
1825,4,2
1826,4,2
1827,4,2
1828,4,3
1829,4,2
1830,4,2
1831,4,3
1832,4,2
1833,4,2
1834,4,2
1835,4,2
1836,4,3
1837,4,2
1838,4,2
1839,4,2
1840,4,3
1841,4,2
1842,4,2
1843,4,2
1844,4,2
1845,4,2
1846,4,2
1847,4,2
1848,4,2
1849,4,2
1850,4,2
1851,4,2
1852,4,2
1853,4,2
1854,4,2
1855,4,3
1856,4,2
1857,4,2
1858,4,2
1859,4,2
1860,4,2
1861,4,2
1862,4,2
1863,4,2
1864,4,2
1865,4,2
1866,4,2
1867,4,2
1868,4,3
1869,4,2
1870,4,3
1871,4,2
1872,4,2
1873,4,2
1874,4,2
1875,4,2
1876,4,2
1877,4,2
1878,4,2
1879,4,2
1880,4,2
1881,4,2
1882,4,2
1883,4,2
1884,4,2
1885,4,2
1886,4,2
1887,4,2
1888,4,2
1889,4,2
1890,4,2
1891,4,2
1892,4,2
1893,4,2
1894,4,2
1895,4,2
1896,4,2
1897,4,2
1898,4,2
1899,4,2
1900,4,2
1901,4,2
1902,4,2
1903,4,2
1904,4,3
1905,4,2
1906,4,2
1907,4,2
1908,4,2
1909,4,2
1910,4,2
1911,4,2
1912,4,2
1913,4,3
1914,4,2
1915,4,2
1916,4,2
1917,4,3
1918,4,2
1919,4,2
1920,4,3
1921,4,4
1922,4,4
1923,4,3
1924,4,3
1925,4,0
1926,4,4
1927,4,4
1928,4,4
1929,4,4
1930,4,3
1931,4,4
1932,4,4
1933,4,4
1934,4,3
1935,4,4
1936,4,4
1937,4,4
1938,4,4
1939,4,4
1940,4,0
1941,4,4
1942,4,3
1943,4,4
1944,4,3
1945,4,4
1946,4,3
1947,4,4
1948,4,4
1949,4,4
1950,4,3
1951,4,3
1952,4,4
1953,4,3
1954,4,4
1955,4,4
1956,4,3
1957,4,4
1958,4,4
1959,4,4
1960,4,4
1961,4,4
1962,4,4
1963,4,4
1964,4,4
1965,4,4
1966,4,4
1967,4,3
1968,4,4
1969,4,3
1970,4,3
1971,4,4
1972,4,3
1973,4,3
1974,4,3
1975,4,4
1976,4,3
1977,4,3
1978,4,4
1979,4,4
1980,4,4
1981,4,3
1982,4,3
1983,4,0
1984,4,4
1985,4,4
1986,4,4
1987,4,4
1988,4,3
1989,4,3
1990,4,3
1991,4,4
1992,4,4
1993,4,4
1994,4,4
1995,4,4
1996,4,0
1997,4,4
1998,4,4
1999,4,4
