purity,created_at
0.1996719967199672,2021-05-21 18:38:51.153955
0.19967199671996722,2021-05-21 18:38:58.135503
0.2009020090200902,2021-05-21 18:39:04.649481
0.2013120131201312,2021-05-21 18:39:07.234080
0.1996719967199672,2021-05-21 18:39:09.343678
0.1996719967199672,2021-05-21 18:39:11.377441
0.2009020090200902,2021-05-21 18:39:13.544936
0.2000820008200082,2021-05-21 18:39:15.574453
0.20008200082000818,2021-05-21 18:39:17.783844
0.19967199671996722,2021-05-21 18:39:19.981894
0.1996719967199672,2021-05-21 18:39:22.064990
0.1996719967199672,2021-05-21 18:39:24.152112
0.1996719967199672,2021-05-21 18:39:27.228130
0.1996719967199672,2021-05-21 18:39:32.763533
0.1996719967199672,2021-05-21 18:39:36.182627
0.1996719967199672,2021-05-21 18:39:38.054415
0.19967199671996722,2021-05-21 18:39:39.862512
0.1996719967199672,2021-05-21 18:39:41.650399
0.1996719967199672,2021-05-21 18:39:43.160704
0.1996719967199672,2021-05-21 18:39:44.757478
0.1996719967199672,2021-05-21 18:39:46.653916
0.19967199671996722,2021-05-21 18:39:48.441462
0.2000820008200082,2021-05-21 18:39:50.268933
0.19967199671996716,2021-05-21 18:39:52.490726
0.2004920049200492,2021-05-21 18:39:54.853858
0.20090200902009017,2021-05-21 18:39:56.954223
0.2000820008200082,2021-05-21 18:39:59.150312
0.2009020090200902,2021-05-21 18:40:02.144182
0.19967199671996716,2021-05-21 18:40:04.365725
0.20008200082000818,2021-05-21 18:40:10.725283
