,train_loss,train_pur,train_time
0,2.486323595046997,0.2618750035762787,16.64493751525879
1,1.1285736560821533,0.2906250059604645,29.84337043762207
2,0.5286619663238525,0.2737500071525574,46.201541900634766
3,0.2906649112701416,0.33125001192092896,63.061344146728516
4,0.19116665422916412,0.2668749988079071,76.63124084472656
5,0.14059437811374664,0.33937498927116394,91.69389343261719
6,0.11112114787101746,0.2918750047683716,103.02281951904297
7,0.09245853126049042,0.2762500047683716,116.31946563720703
8,0.07980919629335403,0.3087500035762787,130.25636291503906
9,0.07067916542291641,0.26499998569488525,144.21041870117188
10,0.06372863054275513,0.28125,158.64564514160156
11,0.058214444667100906,0.2775000035762787,171.547119140625
12,0.05369338020682335,0.2593750059604645,186.0629119873047
13,0.04989144951105118,0.3043749928474426,200.49586486816406
14,0.046632375568151474,0.3087500035762787,213.89515686035156
15,0.043795857578516006,0.2574999928474426,229.45730590820312
16,0.041296929121017456,0.265625,244.57925415039062
17,0.039073437452316284,0.27937498688697815,261.50360107421875
18,0.03707854449748993,0.24312500655651093,274.174072265625
19,0.03527608886361122,0.26249998807907104,286.49969482421875
20,0.033637575805187225,0.23375000059604645,301.559326171875
21,0.03214019909501076,0.26499998569488525,316.85107421875
22,0.03076544776558876,0.2668749988079071,330.7760009765625
23,0.029498109593987465,0.29374998807907104,344.6461486816406
24,0.028325486928224564,0.2993749976158142,359.26629638671875
25,0.02723696455359459,0.25062501430511475,373.8833312988281
26,0.026223517954349518,0.29624998569488525,387.3419494628906
27,0.025277454406023026,0.24937500059604645,401.7711181640625
28,0.02439214661717415,0.28187501430511475,415.3995056152344
29,0.023561852052807808,0.2824999988079071,428.3751220703125
30,0.022781584411859512,0.2849999964237213,445.0934753417969
31,0.022046959027647972,0.296875,460.67596435546875
32,0.021354133263230324,0.26875001192092896,475.15234375
33,0.020699694752693176,0.2800000011920929,487.40771484375
34,0.02008061669766903,0.25312501192092896,501.15472412109375
35,0.0194941908121109,0.24437500536441803,516.9612426757812
36,0.018938010558485985,0.27125000953674316,530.6578979492188
37,0.018409885466098785,0.2775000035762787,545.8803100585938
38,0.017907867208123207,0.2731249928474426,560.5133056640625
39,0.017430167645215988,0.2800000011920929,575.5093994140625
40,0.016975171864032745,0.2593750059604645,589.93896484375
41,0.016541417688131332,0.2574999928474426,602.9140014648438
42,0.016127558425068855,0.26124998927116394,615.0628662109375
43,0.015732362866401672,0.24187499284744263,627.015869140625
44,0.0153547003865242,0.26374998688697815,639.845947265625
45,0.014993526972830296,0.2874999940395355,655.8466186523438
46,0.014647891744971275,0.25999999046325684,669.5528564453125
47,0.01431689877063036,0.27687498927116394,682.5557861328125
48,0.013999724760651588,0.24062499403953552,697.9129028320312
49,0.01369561068713665,0.2631250023841858,711.1673583984375
